week_detailed,0day,ASEAN Market,Abraxas Market,Agartha Market,Agora Market,AlphaBay Market,Altenen forum,Apollon Market,Approved Credit Card Shop,Avaris Market,Bankomat.cc,Basetools - Trustcvv,Benumb Shop,Berlusconi Market,Bestvalid,Bigmoney,BitBazaar,Bitshaking Forum,Brian Dumps,BuyBest,Buybest - GoldenShop,Bypass Shop,CC Stock,Cindicator shop,Cocaine Market,Dark0de Reborn market,DarkMarket,Darkbay Market,Darknet Heroes League Market,DeDope Market,DeepSea Market,Docstagram Shop,Dream Market,Ecards,Elysium Shop,Empire Market,Enclave Forum,Entershop,Epic Market,Europa Market,Eviano Luxury Weed Market,Evolution Market,Exploit.in,FEshop,Flugsvamp Market 2.0,Flugsvamp Market 3.0,FuLLzShOp,Greatdumps,Green Road Market,Gvoice store,Icarus Market,Iceteam Market,Infinity,Isellz.cc,Isomerism Market,JShop,Joker's Stash Market,Korovka forum,LuxSocks.ru,Matanga market,Midland City Market,MrGreen.ws,MyFakeID.biz,N1Shop.cc,Neptune Market,Nightmare Market,Nucleus Market,Olympus Market,Omerta Forum,Oroboros Market,Pluscc,Point Market (former Tochka),Rescator.at,Russian Anonymous Marketplace,Samsara Market,San-Wells Market,Silk Road 3.1,Silk Road Marketplace,SlilPP Market,Swiped,The Canadian Headquarters Market,ToRReZ Market,Topcc,Tor Market,Trump Dumps,Try2check,UAS-Shop.ru,UnderMarket,Unicc,ValidPins Market,Vault Market,Vclub,Vendetta.cc,Verified Forum,Wall Street Market,Weedzy.co.uk,Yakuza Market,Yalelodge,Yellow Brick Market,cardingforums.ws,dark.fail Donation Address,xDedic
2020-06-01/2020-06-07,5411.53914,2176.55643,0,0,0,0,207.67234,0,0,0,45869.12646,123838.84,46127.91741,0,12326.5339,0,257276.4453,972.41642,214924.5881,1.41277,37.76801,530481.9819,8559.74934,12079.96779,4900.74044,0,228822.9326,1492.47291,0,0,0,0,0,0,0,1482533.655,0,0,33905.93835,0.39912,0,0,0,1383492.029,0,612734.0881,13112.71541,0,0,2031.63482,41914.28514,73272.12633,17935.74316,152.13052,0,6222.37927,768015.5062,0,82375.64079,90194.53573,3346.42252,5703.03622,164.77619,0,65.91599,0,0,0,0,0,0,0,0,0,0,146.48607,0,0,67524.04324,0,1561.3369,0,0,0,4895.6017,85932.27492,12789.90312,0,958045.3073,0,0,54569.47732,354.7929,610.42898,0,18418.32921,6.41335,50218.75687,78.88118,0,1026.45489,0
2020-06-08/2020-06-14,0,2024.98766,0,0,0,0,202.58179,0,0,0,45842.52873,101066.537,47392.44732,0,12244.24473,0,199406.9783,0,178730.4094,1.39964,2.77534,517358.7615,7618.05192,49341.10036,5831.9994,0,199435.2317,3504.62992,0,0,0,0,0,0,0,1055438.539,0,0,23988.7022,0.39814,0,0,0,1433847.66,0,690785.7471,12834.78,0,0,160.88944,35458.72756,82125.01369,20246.49905,75.67791,0,5199.90061,924662.6503,0,77080.99186,68361.56056,2922.46365,4791.16349,206.50002,0,61.37475,0,0,0,0,0,0,0,0,0,0,0,0,0,76217.37532,0,22339.05817,0,0,0,7527.46851,70172.61027,13895.08362,0,1059834.032,0,9.99773,36254.93459,1239.80302,3782.99158,0,23902.3775,0.40042,49807.77255,0,0,15.04611,0
2020-06-15/2020-06-21,0,2906.85761,0,0,0,0,200.09354,0,0,0,47873.22288,94227.45637,51926.96405,0,11811.85687,0,910.46896,0,115504.4107,1.39487,32.26378,550072.9832,6455.91218,17896.66826,3766.74976,0,152932.7054,1720.48677,0,0,0,0,0,0,0,2006703.201,0,0,21150.86529,0,0,0,0,1320030.053,0,550033.1224,12126.66466,0,0,0,36982.77222,65059.87093,15569.18808,33.51953,0,8296.09686,784165.6256,0,79299.16154,85528.98141,3047.11604,3869.45332,0,0,25.9094,0,0,0,0,20.98036,0,0,0,0,0,0,0,0,89939.43745,0,69458.05626,3.54196,0,0,9098.44168,88456.178,13424.72606,0,1165374.42,0,0,33508.52465,236.21927,1312.34694,0,38707.62006,0,35172.00852,138.65598,0,36.24508,0
2020-06-22/2020-06-28,4318.84477,4886.34945,0,0,0,0,404.16719,0,0,0,41211.691,89258.25613,36279.06393,0,12062.4659,0,0,0,277702.6957,1.39001,2.79431,621048.056,9548.59071,6678.96669,6283.9627,90.36955,148835.1059,2379.07337,0,0,0,0,0,0,0,1602495.76,0,0,17496.44061,0,0,0,0,1330525.069,0,786111.1143,9921.03733,0,0,0,59653.46466,59114.06294,20672.89908,31.26103,0,2341.38127,700201.1301,0,70039.46051,59580.25335,2360.89949,3764.53871,192.41377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82149.21293,0,56629.86632,0,0,0,6558.18114,63963.43371,12432.2823,0,1105380.719,0,0,44277.53979,1931.00488,19090.97973,0,39499.14542,0,38346.63038,11.68201,0,1664.6028,0
2020-06-29/2020-07-05,100.00914,4701.14613,0,0,0,0,200.51566,0,0,0,48721.95871,110549.2667,38414.92803,0,11067.95593,0,376.31502,0,113088.7963,1.396,2.80533,616281.8931,8855.19573,8480.71819,2029.78466,0,132632.9285,1059.54726,0,0,0,0,0,0,0,1819313.182,0,0,22186.80075,0,0,0,0,1296808.537,0,787577.1002,9898.24465,0,0,0,65053.35596,57558.33747,24283.63989,0,0,5389.97629,867096.8006,0,102925.0722,68452.14004,2174.13751,3208.71982,122.31161,0,126.06612,0,0,0,0,2002.03724,0,0,0,0,0,0,0,7.39351,82880.28269,0,74553.28385,0,0,0,8851.10229,116336.8822,14548.02095,0,1170614.473,0,0,30728.33874,941.40101,6403.74416,0,45723.15753,53.08517,39433.39947,0,0,27614.45488,0
2020-07-06/2020-07-12,3029.98319,6979.37053,0,0,0,0,419.79705,0,0,0,66628.7324,93203.13734,34459.76733,0,10264.72608,0,16.96828,0,121770.1717,1.40686,73.55174,623533.0415,7090.8917,7118.23126,1949.75276,43.28607,149706.2295,395.07994,0,0.35868,0,0,0,0,0,2208324.135,598.77258,0,18557.41443,0,0,0,0,1181750.404,0,711130.4813,6455.08418,0,0,0,87320.63057,47355.05091,25356.74237,22.98699,0,6821.02407,931099.7126,0,112037.7108,64171.63872,2443.70895,3004.5968,74.76793,0,33.33232,0,0,0,0,4296.27746,0,0,0,0,0,0,0,0,53800.35722,0,51605.05751,0,0,0,10739.05738,74840.72161,15522.95501,0,1210812.539,0,0,40648.61427,1177.26532,23673.46801,0,45587.65755,0,24029.84987,0,0,19.68471,0
2020-07-13/2020-07-19,2013.35898,3608.09489,0,0,0,0,200.68701,0,0,0,55946.40986,95600.8769,33569.95229,0,11319.46815,0,0,0,120119.1986,1.36935,6.58855,599547.0065,7046.12406,17158.49978,4527.18343,0,208508.14,34.65542,0,0,0,0,0,0,0,1908390.845,100.02421,0,10665.75645,0,0,0,0,1138513.934,0,682694.9715,8882.90056,0,0,0,30761.3333,57696.49986,27624.32371,0,0,6843.70834,661443.296,0,112253.315,46054.90486,1864.94052,2389.10915,168.35333,0,1542.99697,0,0,0,0,3853.94511,0,0,0,9.6882,0,0,259.3897,0,50839.66884,0,8599.37306,0,0,0,9112.75613,116674.8861,18219.60237,0,1301684.737,0,0,26378.89559,596.55608,12205.01131,0,46824.57399,5.00653,31762.15498,0,0,31.52627,0
2020-07-20/2020-07-26,4038.57791,4800.72187,0,0,0,0,0,0,0,0,44356.60797,97701.15162,28711.21876,0,18740.90979,0,0,0,47718.36715,1.41762,1.64741,599897.3341,9198.62626,1240.55875,2861.60193,0,190675.5607,0,0,0,0,0,0,0,0,1458684.521,0,0,15524.33833,0,0,0,0,1154444.752,0,863068.0989,15726.90986,0,0,0,56469.11834,64639.38369,31597.11977,0,0,5265.54477,790916.619,0,87899.58356,41499.11197,2296.4846,2767.71409,149.69022,0,139.84006,0,0,0,0,3972.78554,0,0,0,0,0,0,0,0,87490.6349,0,35108.63253,0,0,0,11924.79646,28691.01171,12992.66992,0,1352126.783,0,0,62014.95767,274.92769,35826.66292,0,49217.63317,85.28076,16009.66676,0,0,21.73602,0
2020-07-27/2020-08-02,6413.94222,5040.81035,0,0,0,0,104.3445,0,0,0,32787.85283,103461.2801,33279.55078,0,12395.0023,0,0,0,173630.0501,1.40424,33.3144,504118.0638,6527.73948,5559.45527,4788.02157,0,143530.1412,0,0,0,0,0,0,0,0,918895.7337,0,0,13653.55187,0,0,0,0,1341752.332,0,892323.5804,20131.26244,0,0,0,86246.33985,52612.52032,29433.60794,0,0,3624.76314,728250.6498,0,88116.01847,49287.65204,2046.78592,674.53173,110.77551,0,108.69983,0,0,0,0,4554.73199,0,0,0,0,0,0,0,0,129287.0859,0,42787.7072,0,0,0,8254.07442,61024.09145,16309.10241,0,1271029.941,0,0,26356.82108,6517.0506,31318.95257,0,54471.44908,4.9962,31097.86136,0,0,0,0
2020-08-03/2020-08-09,5309.6763,3954.7,0,0,0,0,398.28435,0,0,0,45527.53915,121682.5345,44069.0617,0,6125.48488,0,0,0,108061.168,1.40342,2.82146,497029.3019,7472.33928,5796.09516,3968.98891,0,172278.3143,0,0,0,0,0,0,0,0,1536531.463,0,0,14433.75264,0,0,0,0,1171732.725,0,684800.8259,53689.27531,0,0,0,97931.75159,67346.89529,38939.38054,69.08706,0,4434.88688,745944.8497,0,91153.47729,44365.10382,36.40949,0,154.68487,0,391.99073,0,0.06156,0,0,4977.6915,0,0,0,0,0,0,0,398.286,115037.5341,0,56393.80924,0,0,0,11148.86142,74521.63538,16523.52536,0,1180017.923,0,0,45980.16818,12509.00878,36729.98407,0,49204.40061,0,47377.07194,0,0,5.60828,0
2020-08-10/2020-08-16,2317.76244,4986.70223,0,0,0,0,199.26219,0,0,0,40029.93705,116551.5794,37087.90919,0,13693.28648,0,0,0,98332.72044,1.39661,2.79092,444225.5467,7288.49171,2989.64215,4117.22032,0,177906.8434,0,0,0,0,0,0,0,0,1764399.533,0,0,13685.48326,0,0,0,0,1082781.396,0,606507.7562,90221.96601,0,0,0,116294.3387,70087.05146,27642.63537,0,0,5494.65279,667598.8636,0,84769.25895,39002.10345,1.10461,0,110.6364,0,463.0068,0,0.00162,0,0,6065.0301,0,0,0,0,0,0,0,259.52788,83710.9205,0,101130.7885,0,0,0,7983.84008,83110.09569,16595.05569,0,1378595.429,0,0,35794.21331,10160.90573,29381.17999,0,57425.31636,1.1965,39501.96324,0,0,14.23254,0
2020-08-17/2020-08-23,0,4955.85237,0,0,0,0,0,0,0,0,43384.37434,115365.5513,46903.06076,0,13935.19724,0,0,0,3794.25281,1.3857,1.57551,477609.0696,12221.52447,961.68214,4997.22916,0,323949.6443,0,0,0,3229.7634,0,0,0,0,1025200.216,0,0,9286.54256,0,0,0,0,1207008.364,0,640551.3379,130235.652,0,0,0,377109.1218,56611.33356,27741.08156,134.46748,0,5644.61834,644342.8958,0,80459.60624,34874.32369,0.72957,0,106.98284,0,729.76687,0,0.00155,0,0,6650.68777,0,0,0,0,0,0,0,0.00327,81780.32698,0,132205.5471,0,0,0,7818.16436,92184.58641,11939.83031,0,1269369.487,0,0,38315.86218,9290.62304,28269.54158,0,64056.16611,0.79066,41567.70609,0,0,123.36084,0
2020-08-24/2020-08-30,6479.70982,7104.47207,0,0,0,0.06293,0,0,0,0,41199.87678,117556.3572,54083.12957,0,8565.42388,0,0,0,25404.86576,1.40672,2.00203,504648.8933,7601.14813,5428.17691,7757.39566,0,1174021.976,0,0,0,0,0,0,0,0,187.5159,0,0,14369.13797,0,0,0,0,1284678.155,0,963939.7462,79464.69972,0,0,0,1233727.076,61730.18369,26067.1531,5.98816,0,7054.73941,762339.0217,0,74677.7974,47910.00877,0.8245,0,164.74243,0,1833.99712,0,0,0,0,4796.81152,0,0,0,0,0,0,0,0.06329,79121.97225,0,138654.9436,0,0,0,5984.63411,113712.7124,15543.223,0,1201553.26,0,0,32897.61107,8523.8708,52091.03803,0,69655.3364,1.00094,44211.83115,0,0,5857.92328,0
2020-08-31/2020-09-06,1514.57561,7976.91126,0,0,0,100.95199,100.0601,0,0,0,35754.1807,110461.444,47659.07688,0,12033.37103,0,0,0,297990.076,0.78789,0.40333,537776.2631,6603.61313,6791.12294,5117.34866,0,1667900.196,28.49113,0,0,0,0,0,0,0,412.51314,0,0,15674.69363,0,0,0,0,1331116.062,0,729456.9664,112887.176,0,0,0,1158015.029,53716.49625,28047.10931,24.94364,0,5482.60531,727633.9773,0,84564.82861,35998.97179,0.68681,0,66.49018,0,3208.52746,0,0.00153,0,0,4762.78297,0,0,0,0,0,0,0,11.99852,78985.8733,0,103973.0982,0,0,0,5094.32884,135592.8296,13803.96435,0,1124273.018,0,0,41106.49203,9084.10964,82700.36507,0,60432.37529,1539.80173,48566.841,0,0,1052.33306,0
2020-09-07/2020-09-13,7482.27293,11473.72857,0,0,0,0,0,0,0,0,40711.79595,32152.12343,47342.55363,0,11441.56726,0,0,0,10426.753,0,112.69665,526768.8928,8597.76557,20569.80032,2789.09313,0,1213286.462,0,0,0,0,0,0,0,0,581.00583,0,0,15422.4391,286.8621,0,0,0,1044686.611,0,667595.177,125476.7502,0,0,0,370485.7947,57841.43181,26237.37389,29.83142,0,6491.6452,430758.9182,0,90350.32264,35002.7612,68.15361,0,271.86478,0,4488.1231,0,0,0,0,5398.68792,0,0,0,0,0,0,0,0.11609,83897.26396,0,96928.74533,0,0,0,5742.62912,120818.1598,10980.06034,0,872157.3335,0,0,32031.34366,7752.2858,19471.92997,0,60748.97705,50.29936,39104.56822,0,0,78.43053,0
2020-09-14/2020-09-20,3266.92101,16266.90562,0,0,0,0,0,0,0,0,46560.96366,74.64931,45962.53077,0,17549.8363,0,0,0,9644.13215,0,0,538748.7015,9039.98306,10057.70082,3632.07259,0,2006230.673,0.64093,0,0,44802.36759,0,0,0,0,1128.24613,0,0,11715.3311,0,0,0,0,1035702.826,0,641146.7026,105524.2433,0,0,0,22.59956,59861.8996,28772.45737,0,0,9187.50198,62462.107,0,86639.4657,34766.26538,1.1656,0,41.1811,0,5675.35174,0,0.00128,0,0,5335.4691,0,0,0,0,0,0,0,0.00509,95168.64933,0,155734.159,722.98664,0,0,6331.22469,104686.3377,11034.39131,0,909847.456,0,0,19346.64072,6999.35375,13415.58214,0,49491.58989,165.64946,48223.38871,0,654.63499,22.42421,0
2020-09-21/2020-09-27,0,9999.66145,0,0,0,0,0,0,0,0,49590.76238,0,58397.54519,0,11753.51962,0,0,0,29321.8279,0,0,531135.6157,9082.63086,1891.48801,3670.4831,0,2253839.35,58.41577,0,0,9362.18881,0,0,0,0,163.1456,0,0,10026.74122,0,0,0,0,958496.1624,0,849497.0704,93627.09952,0,0,0,1.01279,45276.19695,23030.95436,24.24357,0,7932.33847,59432.58936,0,56196.26398,31698.49317,0.41615,0,107.21955,0,13043.98286,0,0.05975,0,0,6424.7871,2535.10995,0,0,0,0,0,0,0.00232,112562.1129,0,147852.7894,945.17067,0,0,5780.61522,114402.703,12030.00114,0,977206.9807,0,0,41036.53076,8874.63131,10080.80473,0,66716.45517,0.79528,46036.30186,0,3926.16956,74.43888,0
2020-09-28/2020-10-04,0,19164.64445,0,0,0,0,0,0,0,0,58428.66091,0,51098.66573,0,14212.56557,0,0,0,256337.5154,0,0,517424.0045,10072.71497,1057.14999,3138.20792,0,2165920.611,5.67711,0,0,0,0,0,0,0,212.18272,0,0,15333.23747,0,0,0,0,968322.1819,0,772565.1715,131919.5078,0,0,0,1.38215,55713.63521,27786.38877,21.90253,0,9996.06658,66325.9485,0,55128.15182,43393.44806,0,0,238.8292,0,6639.48123,0,0,0,0,5067.19978,0,0,0,0,0,0,0,0.06125,143996.2309,0,120260.6992,303.93769,0,0,4391.20579,86238.01886,10126.79063,0,1108902.835,0,0,42146.6582,10330.68752,89401.13665,0,65325.71336,1.18689,51839.20423,0,2729.81485,34.33622,0
2020-10-05/2020-10-11,2784.49631,18868.12642,0,0,0,0,0,0,0,0,67578.70365,0,52266.00173,0,15957.42107,0,1.00164,0,43761.11467,7.02166,0.80496,565823.5128,8945.23901,6003.41317,3106.79079,0,2316557.114,0,0,0.60543,0,0,0,0,0,50.05414,0,4.11506,11095.47262,0,0.60541,0,0,807020.3845,0,678819.0511,53638.15627,0,0,0,0.61335,55256.35372,31964.68058,0,0,10709.27921,780.29684,0,56648.3478,30157.81182,1.58736,0,90.13369,0,10130.05113,0,0,0,1.00411,6189.33039,0,0,0,0,0,0,0,0.058,166920.9969,0,150735.5992,295.06286,0,0,5694.26255,84212.46536,12126.10924,0,1241015.63,0,0.60354,53476.14551,8587.09598,48602.4056,0,63130.07161,0.40539,61388.5434,0,2142.48004,0,0
2020-10-12/2020-10-18,0,12785.50168,0,0,0,0,0,0,0,0,68382.44287,0,56197.14948,94.42655,18877.52791,0,1.19751,0,247162.1359,6.95481,0.99871,566592.6749,10784.1424,21279.65706,3719.45052,0,2399791.176,3.73064,0,0.59893,0,0,0,0,3.02136,0,0,0,21579.53616,0,0.99524,0,0,1012144.307,0,582637.5475,1.39902,0,0,0,0.79911,61389.37829,29045.75818,46.91222,0,10389.57716,6760.84987,0,55237.42159,35690.26101,1.51525,0,150.30371,0,9408.99672,0,0,0,1.00128,6011.83034,0,0,0,0,0,42.08235,0,0.06733,136014.7093,0,109051.3207,8.55734,0,0,4674.56443,96972.56695,10495.13953,0,1140752.725,0,0.80129,36357.67988,9122.40362,18666.27718,0,75442.86333,0,28211.29131,0,1522.25882,3.00521,0
2020-10-19/2020-10-25,59.86734,23465.05616,0,0,0,0,0,0,0,0,82448.60251,0,57357.7779,0,14374.00309,0,1.02649,0,14128.9747,7.11921,1.20415,533560.3068,7988.98071,16425.78448,874.09969,0,2552368.89,0,0,1.22801,0,0,0,0,0,0,0,0,14562.97794,0,0.80037,0,0,957656.8441,0,814655.6781,47.60475,0,0,0,41.85162,53764.76544,30466.93972,0,0,17380.07374,72140.35218,0,59595.93304,23267.84454,1.08896,0,236.58105,0,10411.40042,0,0.0015,0,0.99943,5339.27491,0,0,0,0,0,0,0,0.00421,127245.7739,0,164202.8918,205.44739,0,0,6569.99181,101877.4287,10179.18416,0,1212829.871,0,1.20425,36409.24202,10306.56501,3444.12473,0,68506.39962,0,36730.09596,0,0,0,0
2020-10-26/2020-11-01,4387.61843,23998.64551,0,0,0,8.25406,0,0,0,0,89206.80529,0,66324.11984,0,15830.56838,0,0.1996,0,18229.13459,6.97284,0.19965,528273.6288,8872.11264,15512.94064,3216.3378,0,2187740.691,0,0,0.4096,0,0,0,0,0,0,0,0,19431.45609,0,0.19965,0,0,990568.2438,0,809377.6526,0,0,0,0,0.62058,45027.97962,48058.32661,0,0,10413.10959,69661.87714,0,61514.00862,21157.14855,0,0,107.43422,0,4214.32719,0,0,0,0.21052,7892.34341,0,0,0,0,0,0,120.17492,0.00584,113443.0697,0,159953.0898,501.92223,0,0,2866.02036,70467.04521,13898.64207,0,1283636.173,0,0.40095,31594.72255,8860.72411,41854.77901,0,82964.63964,0,74173.06243,0,0,121.09841,0
2020-11-02/2020-11-08,3219.00494,36260.73571,0,0,0,0,0,0,0,0,98024.7175,0,47548.65116,0,9997.7112,0,0.83287,0,15624.63335,0.39247,0.64996,507530.5734,9217.35663,318.13015,3828.09246,0,1944251.717,0,0,0.82737,0,0,0,0,0,2661.07516,0,502.98533,15814.65104,0,1.04563,0,0,1067885.919,0,657852.8862,0.63872,0,0,0,0.79726,37397.92717,38418.60367,0,0,12690.7415,75631.75771,0,60190.44291,23747.78707,1.15373,0,0,0,13661.91071,0,0,0,0.44304,5787.42448,0,0,0,0,0,0,0,0.08235,85796.77998,0,189589.3406,825.25834,0,0,2703.46254,71467.9294,8299.42917,0,1379078.117,0,0.82685,36578.54412,15601.81167,6707.06704,0,83232.6938,0,71240.76386,0,0,265.7555,0
2020-11-09/2020-11-15,0,9885.20735,0,0,0,0,0,0,0,0,100488.147,0,54165.23151,0,99.05942,0,0,0,338545.6745,0,58.04127,505313.3593,8851.63657,18839.45822,3124.03008,0,1803179.936,0,0,0,0,0,0,0,0,244.72484,0,3255.50303,19499.00255,0,0,0,0,1172331.809,0,638477.1144,0,0,0,0,0.60133,46070.96583,32283.33751,0,0,24504.88387,87265.7612,0,58963.8508,21228.78,0.54202,0,75.46803,0,8081.9111,0,0,0,0,5807.53507,1687.38243,0,0,0,0,0,0,0,99032.99379,0,172600.1052,2184.13996,0,0,9977.94703,77428.49731,6525.73341,0,1443220.044,0,0,41104.5248,22165.17778,16342.02113,0,71318.86295,0,63675.83345,0,0,27.8318,0
2020-11-16/2020-11-22,2308.4999,1096.96338,0,0,0,0,0,0,0,0,92565.5644,19.21534,67233.08796,0,180.83649,0,0,0,15368.56667,0,0,495749.7691,8925.1723,3314.75731,3667.39373,0,2095692.354,0,0,0,0,0,0,0,0,155.60526,0,0,17306.03393,0,0,0,0,1090427.24,0,713606.5915,0,0,0,0,5.30165,44551.3461,40304.39698,0,0,18529.84954,96908.90541,0,56670.48661,25095.75944,0.7637,0,0,0,11542.40999,0,0,0,0,7260.07758,0,0,0,0,0,0,0,0.00311,119453.5002,0,208102.2773,555.55962,0,0,8434.14246,76549.56739,4517.2321,0,1336437.991,0,0,29968.57125,17592.15355,68336.75274,0,76001.39482,0,51488.94927,0,0,1.07551,0
2020-11-23/2020-11-29,0,12704.2301,0,0,0,0,0,39.20648,0,0,94588.00079,0,63109.2888,0,0,0,0,0,30549.83605,0,28.57947,514643.863,10121.20696,4928.91116,719.50053,0,1569690.616,0,0,0,0,0,51.11383,0,0,144.93322,0,0,11799.58174,0,0,0.17602,0,1089334.161,0,912917.3105,0,0,0,0,0,36855.67896,30816.03565,0,0,14265.25642,102229.9294,0,56931.88518,37750.0667,0.72752,0,40.68792,0,9543.39985,0,0,0,0,7605.14282,0,0,0,0,0,0,0,0,104437.3495,0,51413.99728,103.23118,0,0,8431.60225,110971.1016,44.75374,0,1349794.391,0,0,62001.86317,16588.06316,51428.94842,0,121079.1767,0,80410.33259,0,0,4.85044,0
2020-11-30/2020-12-06,1023.29272,11609.22982,0,0,0,0,0,0,0,0,120770.0159,0,71430.03995,0,0,0,0,0,352364.2801,0,0,518726.1646,10518.3289,4571.7759,1440.96862,0,1846652.118,0,0,0,0,0,0,0,0,26.93329,0,0,20219.43704,0,0,0,0,833333.9816,0,818470.0868,0,0,0,0,0,35218.42113,51420.45325,0,0,15378.07437,102435.37,0,64241.73262,31718.54168,0,0,193.47822,0,197.58089,0,0.00157,0,0,7972.52249,0,0,0,0,0,0,0,39.32146,108287.1736,0,101256.4994,372.48326,0,0,4228.77768,64712.99704,163.49889,0,1590561.908,0,0,79481.08062,31180.72798,70898.38752,0,66365.31908,0,100230.8353,0,0,3.05046,0
2020-12-07/2020-12-13,5032.0887,1069.42367,0,0,0,52.91369,0,0,0,0,126968.9431,0,73226.34535,0,0,0,0,0,44984.40287,0,0,533863.865,8948.53079,9291.61284,1217.82228,0,1816642.517,0,0,0,0,0,0,0,0,0,0,0,17247.81374,0,0,0,0,1010960.739,0,800994.8378,0,0,0,0,0,43832.46405,52794.12568,0,0,17819.87333,97220.08283,0,52860.30092,24706.43723,0.8873,0,159.61221,0,3.97973,0,0,0,0,6741.77481,0,0,0,0,0,0,0,0,128930.0962,0,48728.91806,1085.94142,0,0,2856.62232,90008.45327,1.40016,0,1700688.323,0,0,67470.42457,25512.84469,107362.0106,0,72236.10011,0,77892.06734,0,0,0,0
2020-12-14/2020-12-20,0,1948.53745,0,0,0,0,0,0,0,0,134824.4538,0,73419.97138,0,0,0,0,0,252073.2859,0,0,569938.6847,7215.73148,643.1312,455.83153,0,2090522.017,0,0,0,0,0,0,0,0,0,0,0,18727.08413,0,0,0,0,1203439.75,0,874290.0026,0,0,0,0,0,49422.08056,48379.99776,0,0,24937.54687,87198.2741,0,64447.96166,612.38926,0,0,37.92246,0,4.21575,0,0,0,0,7472.37683,0,0,0,0,0,0,0,0.1271,149657.2789,0,33290.56292,786.66673,0,0,0,89993.2373,17.53882,0,1747193.993,0,0,35196.63065,27015.64725,117489.1452,0,68637.03016,0,93103.08693,0,0,0,0
2020-12-21/2020-12-27,0,3495.55672,0,0,0.99679,50.88126,0,0,0,0,113674.0087,0,55593.9872,0,0,0,0,0,91577.28321,0,0,486222.8642,8316.94886,9042.42469,688.25993,0,1482918.012,0,0,0,0,0,0,0,0,687.51296,0,0,25112.7775,0,0,0,0,1078231.126,0,838932.9918,0,0,0,0,0,35771.08962,38322.47085,0,0,14991.21465,21335.90614,0,43488.25387,0,0,0,127.41558,0,0,0,0,0,0,5056.62305,0,0,0,0,0,0,0,2.14215,136919.4575,0,9136.05418,785.5515,0,0,0,82563.66756,17.06438,0,1369646.411,0,0,52753.32976,20810.57239,66212.0849,0,53601.60683,0,43362.27867,0,0,0,0
2020-12-28/2021-01-03,0,2254.18132,0,0,0,0,0,0,0,0,117843.1957,23.08177,51934.52585,0,0,0,0,0,54163.18936,0,0,32605.59135,9159.05767,22012.46578,285.83422,0,1568098.675,0,0,0,0,0,0,0,0,72.09864,0,0,15978.74646,0,0,0,0,1014435.54,0,637526.2765,0,0,0,0,0,59953.22152,97.12897,0,0,9999.6298,86131.17955,0,38774.76044,0,0,0,0,0,410.41325,0,0.159,0,0,6902.07486,0,0,0,0,0,0,0,307.55127,178432.6459,0,18113.04646,591.47824,0,0,0,71380.82837,0,0,1213658.181,0,0,54722.59737,27267.05307,40020.35314,64.39371,44801.80959,0,78491.64255,0,0,0,0
2021-01-04/2021-01-10,0,3545.44057,0,0,32.71056,0,0,61.95572,0,0,197102.2762,0,71888.12432,0,0,0,0,0,266087.2085,0,0,9160.33934,9122.37463,2541.19464,579.15155,0,1604257.252,0,0,0,0,0,0,0,0,0,0,0,14870.02697,0,0,0,0,1039750.938,0,609789.1497,0,0,0,0,0,41022.28728,0,114.58949,0,11637.12936,80776.72548,0,52477.36445,0,0,0,83.23011,0,135.34052,0,0,0,0,8691.66632,0,0,0,0,0,0,0,0.22683,123229.0428,0,22546.74396,949.19602,0,0,0,63881.20829,21.33007,0,1436423.064,0,0,80948.78613,32792.60748,40147.45699,0,57279.41253,0,59846.87915,0,0,0,0
2021-01-11/2021-01-17,714.237,52.45676,0,0,0,0,0,0,0,0,277793.2225,0,67652.81339,0,0,0,0,0,73142.71829,0,0,7003.3109,9126.16904,0,75.61685,0,60.64105,0,0,0,0,0,0,0,0,0,0,0,19372.11718,0,0,0,0,1039908.189,0,622987.1217,0,0,0,0,0,48395.23289,0,0,0,10885.8463,126.69292,0,51748.34676,0,0,0,79.10697,0,152.72937,0,0,0,0,7502.30866,0,0,0,0,0,0,0,0.00809,117484.6374,0,8745.10668,0,0,0,0,90041.81043,0,0,1363463.283,0,0,55425.02993,31013.69337,117099.1567,0,45863.86754,0,21634.42836,0,0,0,0
2021-01-18/2021-01-24,2560.76314,0,0,0,0,0,0,0,0,0,133745.7756,0,27150.37978,0,0,0,0,0,12114.09108,0,0,993.85085,2986.67299,0,559.4319,0,2.17467,0,0,0,0,0,0,0,0,0,0,0,5454.64147,0,0,0,0,502434.0899,0,355729.4542,0,0,0,0,0,14824.36732,0,0,0,7555.89363,278.33286,0,23107.79841,0,0,0,0,0,164.97621,0,0,0,0,3627.94884,0,0,0,0,0,0,0,0.00262,31139.61092,0,4135.99818,0,0,0,0,33238.6197,0,0,613465.3273,0,0,88.88809,10578.59333,28670.011,0,19246.00406,0,0,0,0,0,0
